Id,Start time,Completion time,Email,Name,Gender,Age Group,Educational Background,Job Position,Years of Experience in Current Role,Industry Sector,Company Size,Employment Status,Marital Status,Geographic Location,Table 1 : Workplace Policies and Practices.Equal Pay: Men and women are paid equally for the same work at MyCompany.,Table 1 : Workplace Policies and Practices.Promotion Opportunities: Both genders have equal opportunities for career advancement at MyCompany.,Table 1 : Workplace Policies and Practices.Harassment Policies: There are clear policies and procedures in place to address gender-based harassment at MyCompany.,Table 1 : Workplace Policies and Practices.Parental Leave: Parental leave policies are equitable for both men and women at MyCompany.,Table 1 : Workplace Policies and Practices.Flexible Work Arrangements: Flexible work arrangements are accessible to all employees regardless of gender at MyCompany.,Table 2 : Workplace Environment.Inclusive Culture: The workplace fosters an inclusive culture where everyone feels respected and valued at MyCompany.,Table 2 : Workplace Environment.Work-Life Balance: Both men and women are supported in maintaining a healthy work-life balance at MyCompany.,Table 2 : Workplace Environment.Training and Development: Training and development opportunities are equally available to all employees at MyCompany.,Table 2 : Workplace Environment.Gender Bias: Gender biases are actively addressed and mitigated in the workplace at MyCompany.,Table 2 : Workplace Environment.Employee Well-being: Employee well-being initiatives consider gender-specific needs and concerns at MyCompany.,Table 3 : Leadership and Representation.Gender Diversity in Leadership: Leadership positions at MyCompany demonstrate gender diversity.,Table 3 : Leadership and Representation.Mentorship Programs: Mentorship programs at MyCompany are available to support career growth for all genders.,Table 3 : Leadership and Representation.Gender Representation in Decision-making: Both genders are represented in decision-making processes at MyCompany.,Table 3 : Leadership and Representation.Recognition of Women Leaders: Contributions of women leaders at MyCompany are acknowledged and celebrated.,Table 3 : Leadership and Representation.Gender Bias Training: Training programs are conducted at MyCompany to raise awareness about gender biases.,Table 4: Work-Life Balance.Family Support Policies: MyCompany offers supportive policies for employees with family responsibilities.,Table 4: Work-Life Balance.Remote Work Opportunities: Remote work options are available at MyCompany for employees needing flexibility.,Table 4: Work-Life Balance.Workload Distribution: Workloads at MyCompany are distributed fairly regardless of gender.,Table 4: Work-Life Balance.Childcare Assistance: MyCompany provides childcare assistance or subsidies.,Table 4: Work-Life Balance.Stress Management Resources: Resources for managing work-related stress are accessible to all employees at MyCompany.,Table 5: Career Development and Opportunities.Training Accessibility: Training and development programs at MyCompany are equally accessible to all genders.,Table 5: Career Development and Opportunities.Leadership Track: Both men and women have equal access to leadership development programs at MyCompany.,Table 5: Career Development and Opportunities.Promotion Transparency: Promotion processes at MyCompany are transparent and free from gender bias.,Table 5: Career Development and Opportunities.Skill Recognition: Skills and competencies at MyCompany are recognized and rewarded regardless of gender.,Table 5: Career Development and Opportunities.Networking Opportunities: Networking opportunities for career advancement are equally available to all employees at MyCompany.,Table 6 : Perception of Gender Inequality Assessment.Promotion Opportunities,Table 6 : Perception of Gender Inequality Assessment.Harassment Policies,Table 6 : Perception of Gender Inequality Assessment.Flexible Work Arrangements,Table 6 : Perception of Gender Inequality Assessment.Gender Representation in Decision-making,Table 6 : Perception of Gender Inequality Assessment.Recognition of Women Leaders,Any other feedback you want to provide?
90,3/7/24 19:06:41,3/7/24 19:09:14,anonymous,,Female,26 to 35,Bachelor's Degree,Executive,1 to 3 years,Technology,Large (501+ employees),Full-time,Single,Urban,Strongly agree -5,Agree 4,Agree 4,Agree 4,Agree 4,Agree -4,Agree -4,Agree -4,Agree -4,Agree -4,Agree -4,Agree -4,Agree -4,Agree -4,Agree -4,Agree -4,Agree -4,Agree -4,Agree -4,Agree -4,Agree -4,Agree -4,Agree -4,Agree -4,Agree -4,Agree -4,Agree -4,Agree -4,Agree -4,Agree -4,
91,3/7/24 19:35:09,3/7/24 19:38:38,anonymous,,Male,26 to 35,Bachelor's Degree,Mid-Level,1 to 3 years,Technology,Large (501+ employees),Full-time,Single,Suburban,Strongly agree -5,Strongly agree -5,Strongly agree -5,Strongly agree -5,Strongly agree -5,Strongly agree -5,Strongly agree -5,Strongly agree -5,Strongly agree -5,Strongly agree -5,Strongly agree -5,Strongly agree -5,Strongly agree -5,Strongly agree -5,Strongly agree -5,Strongly agree -5,Strongly agree -5,Strongly agree -5,Strongly agree -5,Strongly agree -5,Strongly Agree -5,Strongly Agree -5,Strongly Agree -5,Strongly Agree -5,Strongly Agree -5,Strongly agree -5,Strongly agree -5,Strongly agree -5,Strongly agree -5,Strongly agree -5,
92,3/8/24 0:35:05,3/8/24 0:42:24,anonymous,,Female,18 to 25,High school Diploma,Entry-Level,Less than 1 year,Other,Medium (51-500 employees),Part-time,Single,Urban,Agree 4,Agree 4,Agree 4,Agree 4,Agree 4,Agree -4,Agree -4,Agree -4,Agree -4,Agree -4,Agree -4,Agree -4,Agree -4,Agree -4,Agree -4,Strongly agree -5,Disagree -2,Disagree -2,Agree -4,Agree -4,Strongly Agree -5,Strongly Agree -5,Agree -4,Agree -4,Agree -4,Agree -4,Agree -4,Agree -4,Agree -4,Agree -4,
93,3/8/24 20:46:55,3/8/24 20:48:22,anonymous,,Male,18 to 25,Bachelor's Degree,Entry-Level,Less than 1 year,Technology,Small (1-50 employees),Contract,Single,Urban,Agree 4,Agree 4,Agree 4,Agree 4,Agree 4,Disagree -2,Agree -4,Agree -4,Agree -4,Agree -4,Disagree -2,Strongly disagree -1,Disagree -2,Disagree -2,Disagree -2,Disagree -2,Disagree -2,Disagree -2,Disagree -2,Disagree -2,Strongly disagree -1,Strongly disagree -1,Strongly disagree -1,Strongly disagree -1,Strongly disagree -1,Strongly Disagree ,Strongly Disagree ,Strongly Disagree ,Strongly Disagree ,Strongly Disagree ,
94,3/8/24 21:13:51,3/8/24 21:15:39,anonymous,,Male,18 to 25,Bachelor's Degree,Executive,Less than 1 year,Technology,Small (1-50 employees),Full-time,Single,Urban,Strongly disagree -1,Strongly disagree -1,Strongly disagree -1,Strongly disagree -1,Strongly disagree -1,Strongly disagree -1,Strongly disagree -1,Strongly disagree -1,Strongly disagree -1,Strongly disagree -1,Strongly disagree -1,Strongly disagree -1,Strongly disagree -1,Strongly disagree -1,Strongly disagree -1,Strongly disagree -1,Strongly disagree -1,Strongly disagree -1,Strongly disagree -1,Strongly disagree -1,Strongly disagree -1,Strongly disagree -1,Strongly disagree -1,Strongly disagree -1,Strongly disagree -1,Strongly Disagree ,Strongly Disagree ,Strongly Disagree ,Strongly Disagree ,Strongly Disagree ,
95,3/8/24 21:33:28,3/8/24 21:41:51,anonymous,,Female,26 to 35,Other,Mid-Level,4 to 7 years,Education,Small (1-50 employees),Full-time,Married,Rural,Agree 4,Agree 4,Agree 4,Agree 4,Agree 4,Strongly agree -5,Agree -4,Strongly agree -5,Agree -4,Agree -4,Neither agree nor disagree -3,Agree -4,Agree -4,Agree -4,Agree -4,Neither agree nor disagree -3,Disagree -2,Neither agree nor disagree -3,Disagree -2,Disagree -2,Strongly Agree -5,Strongly Agree -5,Strongly Agree -5,Strongly Agree -5,Strongly Agree -5,Agree -4,Agree -4,Strongly agree -5,Strongly agree -5,Strongly agree -5,Both men and women should have equal opportunities in every where as women also have the abilities and talents as same as men.
96,3/8/24 22:24:26,3/8/24 22:33:51,anonymous,,Female,18 to 25,Bachelor's Degree,Mid-Level,1 to 3 years,Other,Small (1-50 employees),Full-time,Single,Urban,Strongly disagree -1,Agree 4,Neither agree nor disagree -3,Neither agree nor disagree -3,Disagree -2,Agree -4,Agree -4,Strongly agree -5,Neither agree nor disagree -3,Neither agree nor disagree -3,Neither agree nor disagree -3,Neither agree nor disagree -3,Neither agree nor disagree -3,Neither agree nor disagree -3,Neither agree nor disagree -3,Neither agree nor disagree -3,Neither agree nor disagree -3,Neither agree nor disagree -3,Neither agree nor disagree -3,Neither agree nor disagree -3,Neither agree nor disagree -3,Neither agree nor disagree -3,Neither agree nor disagree -3,Neither agree nor disagree -3,Neither agree nor disagree -3,Agree -4,Neither agree nor disagree -3,Neither agree nor disagree -3,Neither agree nor disagree -3,Agree -4,Good
97,3/8/24 23:55:23,3/9/24 0:19:05,anonymous,,Female,26 to 35,Bachelor's Degree,Senior-Level,More than 10 years,Education,Large (501+ employees),Full-time,Married,Suburban,Agree 4,Agree 4,Agree 4,Strongly disagree -1,Agree 4,Agree -4,Agree -4,Strongly disagree -1,Neither agree nor disagree -3,Strongly agree -5,Strongly agree -5,Strongly agree -5,Strongly agree -5,Strongly agree -5,Neither agree nor disagree -3,Agree -4,Agree -4,Neither agree nor disagree -3,Agree -4,Neither agree nor disagree -3,Agree -4,Agree -4,Agree -4,Agree -4,Strongly Agree -5,Agree -4,Agree -4,Agree -4,Agree -4,Agree -4,
98,3/9/24 6:38:02,3/9/24 6:41:08,anonymous,,Female,18 to 25,High school Diploma,Mid-Level,1 to 3 years,Technology,Small (1-50 employees),Full-time,Single,Rural,Agree 4,Agree 4,Agree 4,Agree 4,Agree 4,Agree -4,Agree -4,Agree -4,Agree -4,Agree -4,Agree -4,Agree -4,Agree -4,Agree -4,Agree -4,Agree -4,Agree -4,Agree -4,Agree -4,Agree -4,Agree -4,Agree -4,Agree -4,Agree -4,Agree -4,Agree -4,Agree -4,Agree -4,Agree -4,Agree -4,Nothing 
99,3/9/24 9:29:03,3/9/24 9:46:24,anonymous,,Female,26 to 35,High school Diploma,Entry-Level,Less than 1 year,Education,Small (1-50 employees),Full-time,Single,Rural,Neither agree nor disagree -3,Disagree -2,Disagree -2,Agree 4,Neither agree nor disagree -3,Strongly disagree -1,Strongly disagree -1,Agree -4,Neither agree nor disagree -3,Neither agree nor disagree -3,Neither agree nor disagree -3,Agree -4,Agree -4,Agree -4,Disagree -2,Disagree -2,Agree -4,Disagree -2,Disagree -2,Disagree -2,Agree -4,Agree -4,Disagree -2,Agree -4,Agree -4,Strongly agree -5,Strongly agree -5,Agree -4,Neither agree nor disagree -3,Disagree -2,
100,3/9/24 9:47:24,3/9/24 9:56:20,anonymous,,Male,26 to 35,Bachelor's Degree,Mid-Level,1 to 3 years,Technology,Medium (51-500 employees),Full-time,Single,Urban,Agree 4,Agree 4,Agree 4,Disagree -2,Agree 4,Agree -4,Agree -4,Agree -4,Agree -4,Neither agree nor disagree -3,Agree -4,Agree -4,Agree -4,Agree -4,Neither agree nor disagree -3,Agree -4,Agree -4,Neither agree nor disagree -3,Neither agree nor disagree -3,Agree -4,Neither agree nor disagree -3,Agree -4,Agree -4,Agree -4,Agree -4,Agree -4,Disagree -2,Agree -4,Agree -4,Neither agree nor disagree -3,
101,3/9/24 9:56:43,3/9/24 10:06:23,anonymous,,Female,46 to 55 ,Other,Entry-Level,1 to 3 years,Manufacturing,Small (1-50 employees),Full-time,Single,Rural,Disagree -2,Agree 4,Disagree -2,Agree 4,Agree 4,Neither agree nor disagree -3,Disagree -2,Disagree -2,Agree -4,Agree -4,Neither agree nor disagree -3,Disagree -2,Neither agree nor disagree -3,Disagree -2,Disagree -2,Disagree -2,Neither agree nor disagree -3,Agree -4,Neither agree nor disagree -3,Disagree -2,Disagree -2,Disagree -2,Neither agree nor disagree -3,Neither agree nor disagree -3,Neither agree nor disagree -3,Disagree -2,Agree -4,Disagree -2,Disagree -2,Disagree -2,
102,3/9/24 10:05:12,3/9/24 10:06:41,anonymous,,Male,18 to 25,High school Diploma,Entry-Level,Less than 1 year,Healthcare,Large (501+ employees),Full-time,Single,Urban,Strongly agree -5,Strongly agree -5,Strongly agree -5,Strongly agree -5,Strongly agree -5,Strongly agree -5,Strongly agree -5,Strongly agree -5,Strongly agree -5,Strongly agree -5,Strongly agree -5,Strongly agree -5,Strongly agree -5,Strongly agree -5,Strongly agree -5,Agree -4,Agree -4,Agree -4,Strongly agree -5,Agree -4,Strongly Agree -5,Agree -4,Agree -4,Agree -4,Strongly Agree -5,Disagree -2,Disagree -2,Disagree -2,Disagree -2,Disagree -2,
103,3/9/24 10:09:40,3/9/24 10:15:43,anonymous,,Female,46 to 55 ,Other,Mid-Level,More than 10 years,Healthcare,Large (501+ employees),Full-time,Married,Suburban,Agree 4,Agree 4,Agree 4,Agree 4,Agree 4,Agree -4,Agree -4,Agree -4,Agree -4,Agree -4,Agree -4,Agree -4,Neither agree nor disagree -3,Agree -4,Disagree -2,Agree -4,Agree -4,Neither agree nor disagree -3,Neither agree nor disagree -3,Agree -4,Agree -4,Agree -4,Neither agree nor disagree -3,Agree -4,Agree -4,Agree -4,Agree -4,Agree -4,Agree -4,Agree -4,
104,3/9/24 10:16:24,3/9/24 10:24:19,anonymous,,Female,26 to 35,Bachelor's Degree,Mid-Level,1 to 3 years,Education,Small (1-50 employees),Full-time,Single,Urban,Strongly agree -5,Strongly agree -5,Agree 4,Agree 4,Strongly agree -5,Strongly agree -5,Strongly agree -5,Strongly agree -5,Agree -4,Agree -4,Neither agree nor disagree -3,Strongly agree -5,Agree -4,Strongly agree -5,Agree -4,Agree -4,Agree -4,Neither agree nor disagree -3,Neither agree nor disagree -3,Agree -4,Strongly Agree -5,Strongly Agree -5,Neither agree nor disagree -3,Agree -4,Agree -4,Strongly agree -5,Agree -4,Agree -4,Agree -4,Strongly agree -5,
105,3/9/24 10:24:40,3/9/24 10:30:44,anonymous,,Female,26 to 35,Other,Entry-Level,1 to 3 years,Other,Small (1-50 employees),Full-time,Married,Urban,Neither agree nor disagree -3,Neither agree nor disagree -3,Agree 4,Agree 4,Agree 4,Agree -4,Agree -4,Agree -4,Agree -4,Agree -4,Agree -4,Agree -4,Disagree -2,Agree -4,Agree -4,Agree -4,Agree -4,Neither agree nor disagree -3,Neither agree nor disagree -3,Agree -4,Neither agree nor disagree -3,Agree -4,Agree -4,Agree -4,Agree -4,Agree -4,Agree -4,Agree -4,Neither agree nor disagree -3,Agree -4,
106,3/9/24 10:31:13,3/9/24 10:35:58,anonymous,,Male,Above 55,Other,Senior-Level,More than 10 years,Other,Medium (51-500 employees),Full-time,Married,Suburban,Disagree -2,Agree 4,Agree 4,Disagree -2,Disagree -2,Agree -4,Agree -4,Agree -4,Agree -4,Agree -4,Agree -4,Neither agree nor disagree -3,Neither agree nor disagree -3,Neither agree nor disagree -3,Agree -4,Agree -4,Agree -4,Neither agree nor disagree -3,Neither agree nor disagree -3,Neither agree nor disagree -3,Agree -4,Agree -4,Agree -4,Agree -4,Agree -4,Agree -4,Agree -4,Agree -4,Disagree -2,Neither agree nor disagree -3,
107,3/9/24 10:48:55,3/9/24 10:54:23,anonymous,,Male,18 to 25,High school Diploma,Senior-Level,Less than 1 year,Technology,Medium (51-500 employees),Full-time,Single,Urban,Agree 4,Agree 4,Agree 4,Agree 4,Agree 4,Agree -4,Agree -4,Neither agree nor disagree -3,Strongly disagree -1,Agree -4,Strongly agree -5,Strongly agree -5,Agree -4,Agree -4,Agree -4,Agree -4,Neither agree nor disagree -3,Agree -4,Disagree -2,Strongly agree -5,Agree -4,Strongly Agree -5,Agree -4,Neither agree nor disagree -3,Strongly Agree -5,Agree -4,Strongly agree -5,Neither agree nor disagree -3,Agree -4,Disagree -2,No
108,3/9/24 13:40:36,3/9/24 13:42:15,anonymous,,Male,26 to 35,Bachelor's Degree,Entry-Level,Less than 1 year,Healthcare,Small (1-50 employees),Full-time,Single,Urban,Agree 4,Agree 4,Neither agree nor disagree -3,Agree 4,Agree 4,Agree -4,Agree -4,Agree -4,Neither agree nor disagree -3,Agree -4,Agree -4,Agree -4,Neither agree nor disagree -3,Neither agree nor disagree -3,Agree -4,Agree -4,Agree -4,Agree -4,Agree -4,Agree -4,Agree -4,Agree -4,Agree -4,Agree -4,Agree -4,Agree -4,Agree -4,Agree -4,Agree -4,Agree -4,
109,3/9/24 14:12:15,3/9/24 14:35:44,anonymous,,Female,26 to 35,Bachelor's Degree,Entry-Level,1 to 3 years,Technology,Medium (51-500 employees),Full-time,Single,Urban,Strongly agree -5,Strongly agree -5,Strongly agree -5,Strongly agree -5,Strongly agree -5,Strongly agree -5,Strongly agree -5,Strongly agree -5,Strongly agree -5,Strongly agree -5,Strongly agree -5,Strongly agree -5,Strongly agree -5,Strongly agree -5,Strongly agree -5,Strongly agree -5,Strongly agree -5,Strongly agree -5,Strongly agree -5,Strongly agree -5,Strongly Agree -5,Strongly Agree -5,Strongly Agree -5,Strongly Agree -5,Strongly Agree -5,Strongly agree -5,Strongly agree -5,Strongly agree -5,Strongly agree -5,Strongly agree -5,
110,3/9/24 19:02:06,3/9/24 19:07:27,anonymous,,Female,18 to 25,Other,Entry-Level,Less than 1 year,Finance,Large (501+ employees),Full-time,Single,Rural,Agree 4,Agree 4,Agree 4,Agree 4,Agree 4,Agree -4,Agree -4,Agree -4,Agree -4,Agree -4,Agree -4,Agree -4,Agree -4,Agree -4,Agree -4,Neither agree nor disagree -3,Neither agree nor disagree -3,Neither agree nor disagree -3,Agree -4,Disagree -2,Agree -4,Agree -4,Agree -4,Agree -4,Agree -4,Agree -4,Agree -4,Agree -4,Agree -4,Agree -4,Nothing 
111,3/14/24 18:50:35,3/14/24 18:53:24,anonymous,,Male,18 to 25,Bachelor's Degree,Entry-Level,1 to 3 years,Technology,Large (501+ employees),Full-time,Single,Urban,Strongly agree -5,Strongly agree -5,Strongly agree -5,Strongly agree -5,Strongly agree -5,Strongly agree -5,Strongly agree -5,Strongly agree -5,Strongly agree -5,Strongly agree -5,Strongly agree -5,Strongly agree -5,Strongly agree -5,Strongly agree -5,Strongly agree -5,Strongly agree -5,Strongly agree -5,Strongly agree -5,Strongly agree -5,Strongly agree -5,Strongly Agree -5,Strongly Agree -5,Strongly Agree -5,Strongly Agree -5,Strongly Agree -5,Strongly agree -5,Strongly agree -5,Strongly agree -5,Strongly agree -5,Strongly agree -5,No
112,3/17/24 22:39:31,3/17/24 22:41:55,anonymous,,Male,46 to 55 ,Other,Senior-Level,More than 10 years,Other,Large (501+ employees),Full-time,Married,Suburban,Disagree -2,Strongly disagree -1,Disagree -2,Disagree -2,Strongly disagree -1,Neither agree nor disagree -3,Neither agree nor disagree -3,Neither agree nor disagree -3,Neither agree nor disagree -3,Neither agree nor disagree -3,Disagree -2,Strongly disagree -1,Disagree -2,Disagree -2,Strongly disagree -1,Disagree -2,Strongly disagree -1,Disagree -2,Disagree -2,Strongly disagree -1,Disagree -2,Strongly disagree -1,Disagree -2,Disagree -2,Strongly disagree -1,Strongly Disagree ,Disagree -2,Strongly Disagree ,Disagree -2,Strongly Disagree ,
113,3/18/24 8:57:22,3/18/24 9:03:31,anonymous,,Female,36 to 45,Bachelor's Degree,Managerial,More than 10 years,Education,Small (1-50 employees),Other,Married,Rural,Strongly disagree -1,Strongly disagree -1,Disagree -2,Strongly disagree -1,Strongly disagree -1,Disagree -2,Strongly disagree -1,Disagree -2,Disagree -2,Disagree -2,Strongly disagree -1,Strongly disagree -1,Disagree -2,Strongly disagree -1,Strongly disagree -1,Strongly disagree -1,Strongly disagree -1,Strongly disagree -1,Strongly disagree -1,Strongly disagree -1,Disagree -2,Strongly disagree -1,Strongly disagree -1,Strongly disagree -1,Disagree -2,Strongly Disagree ,Disagree -2,Strongly Disagree ,Strongly Disagree ,Disagree -2,
114,3/18/24 10:26:03,3/18/24 10:29:02,anonymous,,Male,36 to 45,Bachelor's Degree,Mid-Level,More than 10 years,Other,Medium (51-500 employees),Full-time,Other,Rural,Strongly disagree -1,Strongly disagree -1,Disagree -2,Disagree -2,Strongly disagree -1,Strongly disagree -1,Strongly disagree -1,Strongly disagree -1,Strongly disagree -1,Strongly disagree -1,Strongly disagree -1,Strongly disagree -1,Strongly disagree -1,Strongly disagree -1,Strongly disagree -1,Strongly disagree -1,Strongly disagree -1,Strongly disagree -1,Strongly disagree -1,Strongly disagree -1,Strongly disagree -1,Strongly disagree -1,Strongly disagree -1,Strongly disagree -1,Strongly disagree -1,Strongly Disagree ,Strongly Disagree ,Disagree -2,Strongly Disagree ,Disagree -2,
115,3/18/24 12:07:07,3/18/24 12:13:25,anonymous,,Male,36 to 45,Master's Degree,Mid-Level,8 to 10 years,Other,Medium (51-500 employees),Full-time,Married,Rural,Disagree -2,Disagree -2,Strongly disagree -1,Strongly disagree -1,Disagree -2,Disagree -2,Strongly disagree -1,Strongly disagree -1,Strongly disagree -1,Disagree -2,Strongly disagree -1,Strongly disagree -1,Disagree -2,Strongly disagree -1,Disagree -2,Disagree -2,Disagree -2,Disagree -2,Disagree -2,Strongly disagree -1,Strongly disagree -1,Disagree -2,Disagree -2,Neither agree nor disagree -3,Neither agree nor disagree -3,Disagree -2,Neither agree nor disagree -3,Disagree -2,Neither agree nor disagree -3,Disagree -2,
116,3/18/24 12:02:50,3/18/24 12:19:58,anonymous,,Female,36 to 45,Bachelor's Degree,Mid-Level,1 to 3 years,Other,Medium (51-500 employees),Full-time,Married,Urban,Strongly disagree -1,Strongly disagree -1,Neither agree nor disagree -3,Neither agree nor disagree -3,Disagree -2,Strongly disagree -1,Disagree -2,Strongly disagree -1,Strongly disagree -1,Disagree -2,Strongly disagree -1,Disagree -2,Strongly disagree -1,Disagree -2,Strongly disagree -1,Strongly disagree -1,Strongly disagree -1,Strongly disagree -1,Strongly disagree -1,Strongly disagree -1,Strongly disagree -1,Disagree -2,Disagree -2,Strongly disagree -1,Strongly disagree -1,Strongly Disagree ,Disagree -2,Strongly Disagree ,Disagree -2,Strongly Disagree ,
117,3/18/24 13:08:00,3/18/24 13:19:58,anonymous,,Female,46 to 55 ,Bachelor's Degree,Mid-Level,More than 10 years,Other,Large (501+ employees),Full-time,Married,Rural,Disagree -2,Disagree -2,Disagree -2,Disagree -2,Disagree -2,Disagree -2,Disagree -2,Disagree -2,Disagree -2,Disagree -2,Disagree -2,Disagree -2,Disagree -2,Disagree -2,Disagree -2,Disagree -2,Disagree -2,Disagree -2,Disagree -2,Disagree -2,Disagree -2,Disagree -2,Disagree -2,Disagree -2,Disagree -2,Agree -4,Disagree -2,Agree -4,Agree -4,Agree -4,
118,3/18/24 21:07:50,3/18/24 21:10:24,anonymous,,Male,18 to 25,High school Diploma,Entry-Level,Less than 1 year,Other,Small (1-50 employees),Part-time,Single,Urban,Agree 4,Agree 4,Agree 4,Agree 4,Agree 4,Agree -4,Agree -4,Agree -4,Agree -4,Agree -4,Agree -4,Agree -4,Agree -4,Agree -4,Agree -4,Agree -4,Agree -4,Agree -4,Agree -4,Agree -4,Agree -4,Agree -4,Agree -4,Agree -4,Agree -4,Agree -4,Agree -4,Agree -4,Agree -4,Agree -4,
119,3/18/24 21:10:41,3/18/24 21:12:40,anonymous,,Female,26 to 35,Bachelor's Degree,Mid-Level,1 to 3 years,Finance,Small (1-50 employees),Full-time,Married,Urban,Agree 4,Agree 4,Agree 4,Agree 4,Agree 4,Agree -4,Agree -4,Agree -4,Agree -4,Agree -4,Agree -4,Agree -4,Agree -4,Agree -4,Agree -4,Agree -4,Agree -4,Agree -4,Agree -4,Agree -4,Agree -4,Agree -4,Agree -4,Agree -4,Agree -4,Agree -4,Agree -4,Agree -4,Agree -4,Agree -4,
120,3/18/24 21:12:44,3/18/24 21:14:08,anonymous,,Male,18 to 25,High school Diploma,Entry-Level,Less than 1 year,Technology,Small (1-50 employees),Part-time,Single,Suburban,Strongly agree -5,Strongly agree -5,Strongly agree -5,Strongly agree -5,Strongly agree -5,Strongly agree -5,Strongly agree -5,Strongly agree -5,Strongly agree -5,Strongly agree -5,Strongly agree -5,Strongly agree -5,Strongly agree -5,Strongly agree -5,Strongly agree -5,Strongly agree -5,Strongly agree -5,Strongly agree -5,Strongly agree -5,Strongly agree -5,Strongly Agree -5,Strongly Agree -5,Strongly Agree -5,Strongly Agree -5,Strongly Agree -5,Strongly agree -5,Strongly agree -5,Strongly agree -5,Strongly agree -5,Strongly agree -5,
121,3/18/24 23:44:04,3/18/24 23:47:24,anonymous,,Female,18 to 25,High school Diploma,Entry-Level,Less than 1 year,Healthcare,Small (1-50 employees),Part-time,Single,Suburban,Neither agree nor disagree -3,Neither agree nor disagree -3,Neither agree nor disagree -3,Neither agree nor disagree -3,Neither agree nor disagree -3,Neither agree nor disagree -3,Neither agree nor disagree -3,Neither agree nor disagree -3,Neither agree nor disagree -3,Neither agree nor disagree -3,Agree -4,Agree -4,Neither agree nor disagree -3,Neither agree nor disagree -3,Neither agree nor disagree -3,Neither agree nor disagree -3,Agree -4,Neither agree nor disagree -3,Agree -4,Neither agree nor disagree -3,Neither agree nor disagree -3,Agree -4,Neither agree nor disagree -3,Neither agree nor disagree -3,Neither agree nor disagree -3,Neither agree nor disagree -3,Neither agree nor disagree -3,Agree -4,Agree -4,Agree -4,
122,3/19/24 17:50:08,3/19/24 17:52:27,anonymous,,Female,18 to 25,High school Diploma,Entry-Level,Less than 1 year,Healthcare,Large (501+ employees),Full-time,Single,Suburban,Neither agree nor disagree -3,Agree 4,Neither agree nor disagree -3,Neither agree nor disagree -3,Agree 4,Neither agree nor disagree -3,Neither agree nor disagree -3,Agree -4,Agree -4,Agree -4,Neither agree nor disagree -3,Neither agree nor disagree -3,Agree -4,Agree -4,Agree -4,Neither agree nor disagree -3,Agree -4,Agree -4,Neither agree nor disagree -3,Agree -4,Neither agree nor disagree -3,Agree -4,Agree -4,Agree -4,Agree -4,Neither agree nor disagree -3,Agree -4,Agree -4,Agree -4,Neither agree nor disagree -3,
123,3/20/24 8:48:58,3/20/24 8:50:39,anonymous,,Male,26 to 35,Bachelor's Degree,Entry-Level,Less than 1 year,Healthcare,Small (1-50 employees),Part-time,Single,Urban,Agree 4,Agree 4,Agree 4,Agree 4,Agree 4,Agree -4,Agree -4,Agree -4,Agree -4,Agree -4,Agree -4,Agree -4,Agree -4,Agree -4,Agree -4,Agree -4,Agree -4,Agree -4,Agree -4,Agree -4,Agree -4,Agree -4,Agree -4,Agree -4,Agree -4,Agree -4,Agree -4,Agree -4,Agree -4,Agree -4,
124,3/20/24 20:02:40,3/20/24 20:07:19,anonymous,,Female,18 to 25,Other,Mid-Level,Less than 1 year,Healthcare,Small (1-50 employees),Part-time,Single,Urban,Agree 4,Agree 4,Agree 4,Agree 4,Agree 4,Agree -4,Agree -4,Agree -4,Agree -4,Agree -4,Agree -4,Agree -4,Agree -4,Agree -4,Agree -4,Agree -4,Agree -4,Agree -4,Agree -4,Agree -4,Agree -4,Agree -4,Agree -4,Agree -4,Agree -4,Agree -4,Agree -4,Agree -4,Agree -4,Agree -4,
125,3/21/24 9:03:05,3/21/24 9:05:24,anonymous,,Female,26 to 35,Bachelor's Degree,Mid-Level,1 to 3 years,Healthcare,Medium (51-500 employees),Full-time,Married,Suburban,Strongly agree -5,Strongly agree -5,Strongly agree -5,Strongly agree -5,Strongly agree -5,Strongly agree -5,Strongly agree -5,Strongly agree -5,Strongly agree -5,Strongly agree -5,Strongly agree -5,Strongly agree -5,Strongly agree -5,Strongly agree -5,Strongly agree -5,Strongly agree -5,Strongly agree -5,Strongly agree -5,Strongly agree -5,Strongly agree -5,Strongly Agree -5,Strongly Agree -5,Strongly Agree -5,Strongly Agree -5,Strongly Agree -5,Strongly agree -5,Strongly agree -5,Strongly agree -5,Strongly agree -5,Strongly agree -5,
126,3/22/24 21:22:50,3/22/24 21:24:58,anonymous,,Male,46 to 55 ,Other,Mid-Level,More than 10 years,Education,Medium (51-500 employees),Full-time,Married,Rural,Agree 4,Disagree -2,Strongly disagree -1,Disagree -2,Neither agree nor disagree -3,Strongly disagree -1,Disagree -2,Strongly disagree -1,Disagree -2,Strongly disagree -1,Neither agree nor disagree -3,Disagree -2,Strongly agree -5,Disagree -2,Disagree -2,Strongly disagree -1,Agree -4,Disagree -2,Strongly disagree -1,Disagree -2,Disagree -2,Disagree -2,Neither agree nor disagree -3,Disagree -2,Strongly Agree -5,Strongly Disagree ,Disagree -2,Disagree -2,Disagree -2,Agree -4,
